"objid","baumnummer","geometry"
"228239","SE-3171","POINT (2683622.5 1253115.6)"
"141488","SE-3213","POINT (2683658 1253071.2)"
"229676","SE-3145","POINT (2683739.8 1253112.8)"
"205352","SE-5370","POINT (2683604.2 1253183.4)"
"169991","SE-3224","POINT (2683661.2 1253119.9)"
"164276","SE-2342","POINT (2683684.8 1253269.9)"
"143018","SE-3445","POINT (2683684.5 1253244.9)"
"142172","SE-3153","POINT (2683752.2 1253059.5)"
"141776","SE-3188","POINT (2683547.5 1253135.6)"
"141440","SE-3315","POINT (2683772.5 1253053.4)"
"141428","SE-3310","POINT (2683794 1253033)"
"140093","SE-2337","POINT (2683674.2 1253280.6)"
"133274","SE-5525","POINT (2683765 1253017.8)"
"190304","SE-3140","POINT (2683749.2 1253095.6)"
"210392","SE-4272","POINT (2683550.2 1253247)"
"208805","SE-5364","POINT (2683593.5 1253207.6)"
"141890","SE-3216","POINT (2683698.8 1253048.5)"
"74192","SE-3257","POINT (2683481.2 1253207)"
"200678","SE-3288","POINT (2683698 1253024.9)"
"200663","SE-1085","POINT (2683818.5 1252980.6)"
"228224","SE-3162","POINT (2683704.8 1253081.4)"
"148562","SE-3246","POINT (2683515.5 1253164.8)"
"196967","SE-3226","POINT (2683649.5 1253112.1)"
"130277","SE-4278","POINT (2683511 1253219.8)"
"24296","SE-2343","POINT (2683689.2 1253299.6)"
"200147","SE-3193","POINT (2683570 1253111.2)"
"15488","SE-4274","POINT (2683564 1253137.9)"
"200159","SE-3230","POINT (2683622.8 1253128.2)"
"168566","SE-3453","POINT (2683638.5 1253167.2)"
"14603","SE-3435","POINT (2683712.5 1253185)"
"181211","SE-3154","POINT (2683751.8 1253057.8)"
"229682","SE-3144","POINT (2683739.5 1253110)"
"200681","SE-3289","POINT (2683711.8 1253018)"
"139964","SE-2328","POINT (2683647.8 1253284.2)"
"185063","SE-3168","POINT (2683696.5 1253089)"
"196961","SE-3430","POINT (2683712.2 1253161.6)"
"205868","SE-5367","POINT (2683684.5 1253214.9)"
"141425","SE-3309","POINT (2683806 1253019.8)"
"221594","SE-3181","POINT (2683628.8 1253098)"
"150701","SE-4233","POINT (2683802.8 1252974.6)"
"229670","SE-3135","POINT (2683747.8 1253134.4)"
"141887","SE-3183","POINT (2683582.8 1253113)"
"141422","SE-3308","POINT (2683809 1253013.1)"
"139985","SE-2336","POINT (2683671.2 1253281.1)"
"141896","SE-3225","POINT (2683650.5 1253110)"
"130274","SE-4277","POINT (2683509.2 1253220.5)"
"200162","SE-3229","POINT (2683625.2 1253125.2)"
"196958","SE-3436","POINT (2683704.8 1253205.9)"
"199622","SE-2346","POINT (2683573 1253257.1)"
"184808","AF-4075","POINT (2681899 1251690.6)"
"2738","AF-3088","POINT (2681771.8 1251582.6)"
"2750","AF-3093","POINT (2681804.8 1251587.2)"
"28916","AF-677","POINT (2681949.8 1251606.6)"
"184820","AF-1852","POINT (2681881 1251671.1)"
"47012","AF-6048","POINT (2681712.2 1251620.9)"
"17600","AF-2757","POINT (2681911 1251444.4)"
"32357","AF-3071","POINT (2681764.5 1251671.9)"
"47126","AF-6055","POINT (2681807.8 1251594)"
"47006","AF-3081","POINT (2681717.8 1251614.2)"
"47009","AF-6047","POINT (2681703.2 1251631.8)"
"2747","AF-3094","POINT (2681801.5 1251584.8)"
"17606","AF-2759","POINT (2681852 1251478.5)"
"2762","AF-3103","POINT (2681794.8 1251639.5)"
"2666","AF-3082","POINT (2681735 1251628.1)"
"223796","AF-3073","POINT (2681766.2 1251650)"
"49454","AF-6049","POINT (2681723 1251608.2)"
"34313","AF-3087","POINT (2681756.8 1251591.4)"
"47027","AF-6053","POINT (2681742.5 1251597.1)"
"185045","AF-1856","POINT (2681837.8 1251687.2)"
"34322","AF-3097","POINT (2681809.8 1251629.8)"
"47024","AF-6052","POINT (2681738.5 1251599.2)"
"2741","AF-3089","POINT (2681779.5 1251578.5)"
"56066","AF-6189","POINT (2681739.8 1251639.6)"
"49094","AF-2659","POINT (2681955.5 1251597)"
"204542","AF-3072","POINT (2681770.5 1251661.8)"
"184811","AF-1845","POINT (2681896 1251688.1)"
"49118","AF-3086","POINT (2681745.8 1251604.8)"
"58289","AF-6131","POINT (2681968.2 1251575.4)"
"47018","AF-6050","POINT (2681728.2 1251605)"
"150938","AF-3077","POINT (2681721 1251649.1)"
"184826","AF-4077","POINT (2681864.5 1251658.5)"
"47129","AF-6056","POINT (2681812.8 1251598.9)"
"150941","AF-3078","POINT (2681715.5 1251644.8)"
"49121","AF-3085","POINT (2681747 1251625.8)"
"47132","AF-6057","POINT (2681814 1251615.4)"
"32354","AF-3101","POINT (2681794.8 1251640.9)"
"92207","AF-666","POINT (2681945.5 1251613.9)"
"2753","AF-3098","POINT (2681810.5 1251629.2)"
"34319","AF-3099","POINT (2681810 1251628.1)"
"17603","AF-2758","POINT (2681864.2 1251468)"
"49127","AF-3092","POINT (2681792 1251571.4)"
"2744","AF-3095","POINT (2681801 1251581.2)"
"150935","AF-3076","POINT (2681726.2 1251654.1)"
"47030","AF-6054","POINT (2681747.5 1251594.8)"
"180713","AF-6190","POINT (2681752.8 1251643.5)"
"2663","AF-3083","POINT (2681737.5 1251627.8)"
"49124","AF-3091","POINT (2681763.8 1251587.4)"
"184817","AF-1851","POINT (2681888.2 1251676.9)"
"49115","AF-3069","POINT (2681752.2 1251676.1)"
"47021","AF-6051","POINT (2681733.2 1251602.1)"
"115556","AF-667","POINT (2681960.5 1251588.5)"
"2660","AF-3084","POINT (2681735.8 1251626.2)"
"34328","AF-3105","POINT (2681785.5 1251649)"
"180716","AF-6191","POINT (2681755 1251645.2)"
"34331","AF-3070","POINT (2681764.2 1251670.9)"
"34325","AF-3096","POINT (2681808.8 1251628.5)"
"47015","AF-3080","POINT (2681726.2 1251626.2)"
"184823","AF-1853","POINT (2681875.8 1251667.9)"
"184829","AF-1854","POINT (2681851.2 1251667)"
"2756","AF-3104","POINT (2681794.8 1251636.8)"
"2759","AF-3100","POINT (2681792 1251639.4)"
"2765","AF-3102","POINT (2681795.5 1251640.1)"
"56063","AF-3079","POINT (2681727.5 1251633.9)"
"34316","AF-3090","POINT (2681787.8 1251574)"
"184814","AF-1850","POINT (2681890.5 1251677.8)"
"56069","AF-6188","POINT (2681721.5 1251631.8)"
"157658","UN-5916","POINT (2683503.2 1250235.9)"
"157232","UN-5885","POINT (2683563.8 1250222.9)"
"157217","UN-5881","POINT (2683587 1250221.9)"
"154277","UN-6672","POINT (2683489.8 1250308.6)"
"157661","UN-5918","POINT (2683495.5 1250211.9)"
"154976","UN-6731","POINT (2683622.5 1250224.1)"
"154496","UN-6711","POINT (2683572.8 1250328)"
"157664","UN-5917","POINT (2683494.5 1250215.8)"
"48899","UN-4112","POINT (2683655.5 1250287)"
"157226","UN-5884","POINT (2683562.2 1250219.9)"
"154142","UN-6679","POINT (2683469 1250308.1)"
"154964","UN-5938","POINT (2683591 1250247.6)"
"158288","UN-5975","POINT (2683529.2 1250323.6)"
"154109","UN-6692","POINT (2683456.5 1250305.1)"
"48902","UN-4111","POINT (2683611 1250207.5)"
"154970","OB-4225","POINT (2683629.2 1250216.1)"
"156338","UN-6700","POINT (2683465.2 1250327.8)"
"48905","UN-4110","POINT (2683607.2 1250200.2)"
"154268","UN-6675","POINT (2683476 1250319)"
"154952","UN-5940","POINT (2683612.8 1250227.6)"
"154274","UN-6673","POINT (2683481.8 1250311.9)"
"154505","UN-6714","POINT (2683568.8 1250312)"
"154262","UN-6677","POINT (2683475 1250306.9)"
"157349","UN-5887","POINT (2683567.8 1250213)"
"158291","UN-5976","POINT (2683529.2 1250317.4)"
"155972","UN-6651","POINT (2683625.2 1250297.4)"
"154649","UN-6721","POINT (2683456.5 1250258.5)"
"154259","UN-6678","POINT (2683471.2 1250306.9)"
"157223","UN-5883","POINT (2683562 1250212.8)"
"157199","UN-5874","POINT (2683579.5 1250201.6)"
"156347","UN-6665","POINT (2683457 1250325.9)"
"156362","UN-6693","POINT (2683456.5 1250309.1)"
"154955","UN-5941","POINT (2683610.2 1250234.1)"
"154358","UN-6704","POINT (2683571.8 1250335.4)"
"156368","UN-6691","POINT (2683454 1250306)"
"155966","UN-6649","POINT (2683631.5 1250323.4)"
"156356","UN-6698","POINT (2683461.5 1250319.2)"
"154115","UN-6689","POINT (2683450.5 1250300.9)"
"154499","UN-6712","POINT (2683572.8 1250322.4)"
"158297","UN-5978","POINT (2683545.8 1250322.9)"
"157535","UN-5912","POINT (2683509.5 1250256)"
"154121","UN-6687","POINT (2683450.5 1250279.2)"
"155978","UN-6653","POINT (2683619.5 1250287.9)"
"157538","UN-5913","POINT (2683504 1250246.1)"
"155963","UN-6646","POINT (2683640.8 1250337.6)"
"154271","UN-6674","POINT (2683481.2 1250317.8)"
"157826","UN-5933","POINT (2683555 1250286)"
"154493","UN-6710","POINT (2683576.5 1250328)"
"154961","UN-5937","POINT (2683600 1250247.2)"
"154118","UN-6688","POINT (2683452.8 1250281.9)"
"154136","UN-6681","POINT (2683467.2 1250301)"
"154832","OB-4223","POINT (2683633.5 1250203.6)"
"156359","UN-6695","POINT (2683458.8 1250311)"
"157655","UN-5915","POINT (2683508 1250236.5)"
"154286","UN-6669","POINT (2683486.2 1250301.9)"
"154292","UN-6668","POINT (2683490.5 1250298.9)"
"155981","UN-6655","POINT (2683638.8 1250319.2)"
"157817","UN-5931","POINT (2683530.2 1250244.6)"
"154652","UN-6722","POINT (2683456.8 1250263.2)"
"154283","UN-6670","POINT (2683484.5 1250305.2)"
"157820","UN-5909","POINT (2683522.8 1250286.5)"
"158138","UN-5963","POINT (2683452.5 1250335.9)"
"154973","UN-6730","POINT (2683626.2 1250225.4)"
"157823","UN-5932","POINT (2683546.2 1250288.1)"
"157670","UN-5920","POINT (2683501.8 1250200.9)"
"156344","UN-6702","POINT (2683471.5 1250326.5)"
"154967","UN-5936","POINT (2683589.8 1250258.8)"
"156611","UN-5826","POINT (2683453.8 1250200.1)"
"157835","UN-5939","POINT (2683615 1250278.5)"
"157532","UN-5911","POINT (2683512.2 1250272.8)"
"158264","UN-5967","POINT (2683490.5 1250336.2)"
"157667","UN-5919","POINT (2683496.5 1250208.1)"
"157958","UN-5944","POINT (2683544.8 1250240.9)"
"156119","UN-6654","POINT (2683632 1250307.6)"
"157205","UN-5876","POINT (2683586.2 1250200.5)"
"156365","UN-6694","POINT (2683459 1250308.1)"
"157829","UN-5934","POINT (2683558 1250285)"
"154958","UN-5942","POINT (2683598.5 1250235)"
"154355","UN-6703","POINT (2683564.8 1250324)"
"157832","UN-5935","POINT (2683580.8 1250261.8)"
"154124","UN-6686","POINT (2683459.2 1250274.2)"
"157214","UN-5880","POINT (2683584.5 1250224.8)"
"156341","UN-6701","POINT (2683469.2 1250329.6)"
"156353","UN-6696","POINT (2683456.5 1250321)"
"157964","UN-5946","POINT (2683532.5 1250207.8)"
"158261","UN-5966","POINT (2683495.2 1250313.4)"
"154139","UN-6680","POINT (2683470 1250301)"
"158144","UN-5965","POINT (2683496.8 1250311.9)"
"154835","OB-4224","POINT (2683634 1250208.1)"
"158294","UN-5977","POINT (2683543.2 1250315.1)"
"157529","UN-5910","POINT (2683517 1250278.1)"
"154265","UN-6676","POINT (2683475 1250312.8)"
"156335","UN-6666","POINT (2683458.2 1250329.1)"
"157220","UN-5882","POINT (2683565.5 1250218.6)"
"156623","UN-5831","POINT (2683450.8 1250202.1)"
"155984","UN-6656","POINT (2683637.5 1250323.8)"
"158417","UN-5914","POINT (2683508.2 1250249.4)"
"154112","UN-6690","POINT (2683452 1250304.6)"
"155969","UN-6650","POINT (2683627.2 1250302.8)"
"157208","UN-5877","POINT (2683584.2 1250216.4)"
"154130","UN-6684","POINT (2683470 1250291.1)"
"154280","UN-6671","POINT (2683485.8 1250306.9)"
"155849","UN-6647","POINT (2683642.8 1250339.1)"
"157202","UN-5875","POINT (2683582.5 1250206.4)"
"172271","UN-6699","POINT (2683462.5 1250329.2)"
"157211","UN-5879","POINT (2683580.2 1250222.6)"
"154295","UN-6667","POINT (2683495 1250296.6)"
"154289","UN-6683","POINT (2683479 1250298.8)"
"157352","UN-5888","POINT (2683550.5 1250199.8)"
"158420","UN-5980","POINT (2683547.8 1250337.8)"
"154133","UN-6682","POINT (2683470.8 1250296.1)"
"155975","UN-6652","POINT (2683623.5 1250293.1)"
"157229","UN-5886","POINT (2683567.2 1250224)"
"158414","UN-5979","POINT (2683549 1250333.1)"
"157838","UN-5943","POINT (2683546.5 1250240)"
"156350","UN-6697","POINT (2683459.5 1250324.8)"
"154127","UN-6685","POINT (2683461 1250285.9)"
"157961","UN-5945","POINT (2683540.5 1250210)"
"154502","UN-6713","POINT (2683570.2 1250316.5)"
"94508","UN-1563","POINT (2682361.8 1251057.1)"
"92276","UN-1512","POINT (2682343 1251026.1)"
"93815","WP-1283","POINT (2682263.2 1251032)"
"101402","WP-1278","POINT (2682244.8 1251087.1)"
"93686","WP-1552","POINT (2682240.5 1251025)"
"94631","UN-1565","POINT (2682345.8 1251075.4)"
"94643","UN-1574","POINT (2682319 1251069.5)"
"93311","UN-1508","POINT (2682366.2 1251019.6)"
"93152","WP-1362","POINT (2682180.2 1251116.5)"
"120650","UN-7453","POINT (2682359.5 1251081.8)"
"93455","UN-1560","POINT (2682369.5 1251055.1)"
"93266","WP-1620","POINT (2682195 1251090.8)"
"93704","WP-1383","POINT (2682272.5 1251037)"
"93956","WP-1623","POINT (2682285.2 1251002.4)"
"94517","UN-1572","POINT (2682342.5 1251045.6)"
"3506","WP-1364","POINT (2682187.5 1251110.8)"
"93320","UN-1561","POINT (2682359.8 1251041.1)"
"94634","UN-2633","POINT (2682341 1251079.6)"
"120653","UN-7454","POINT (2682363.2 1251079.4)"
"3509","WP-1360","POINT (2682182.8 1251110)"
"120635","UN-7448","POINT (2682292.8 1251115.8)"
"93830","WP-1469","POINT (2682286.2 1251019)"
"93719","UN-1973","POINT (2682359 1251111.8)"
"93824","WP-1288","POINT (2682279.5 1251022.8)"
"93578","UN-1592","POINT (2682317.2 1251085.9)"
"134411","WP-1470","POINT (2682253 1251015.1)"
"120644","UN-7452","POINT (2682328 1251098.8)"
"93464","UN-3902","POINT (2682336.2 1251077.1)"
"98771","UN-6759","POINT (2682369.8 1251023.4)"
"137972","UN-1510","POINT (2682352 1251033.8)"
"93725","UN-1978","POINT (2682348 1251106.4)"
"93950","WP-1290","POINT (2682285 1251016.2)"
"94637","UN-1583","POINT (2682274.8 1251061.1)"
"96248","UN-1985","POINT (2682318.8 1251113.1)"
"92273","UN-1513","POINT (2682340.5 1251027.5)"
"93281","WP-1392","POINT (2682234.5 1251046.5)"
"93602","UN-1989","POINT (2682355.2 1251084.8)"
"93323","UN-2584","POINT (2682350 1251044.5)"
"134417","WP-1385","POINT (2682269.2 1251041.1)"
"92372","UN-1586","POINT (2682254.8 1251090.6)"
"93695","WP-1379","POINT (2682252 1251021.8)"
"98783","WP-2972","POINT (2682206 1250960.4)"
"92366","UN-1603","POINT (2682248.8 1251101.9)"
"93683","WP-2184","POINT (2682237.2 1251001.5)"
"130913","UN-2049","POINT (2682224.5 1251113.4)"
"93605","UN-1990","POINT (2682367 1251078.4)"
"134420","WP-1384","POINT (2682271 1251039.6)"
"93839","WP-1387","POINT (2682289.5 1251017.6)"
"130631","UN-7092","POINT (2682338.2 1251098.5)"
"111596","UN-4919","POINT (2682343 1251057)"
"6203","WP-1381","POINT (2682260 1251033.9)"
"6215","WP-1453","POINT (2682289.8 1251007.2)"
"93590","UN-1588","POINT (2682294.8 1251099.2)"
"93707","WP-1687","POINT (2682285.2 1251032.4)"
"137975","UN-1579","POINT (2682300 1251063.1)"
"93842","WP-1388","POINT (2682290 1251015)"
"120773","UN-7455","POINT (2682361 1251072.2)"
"94334","UN-1582","POINT (2682272.2 1251063.2)"
"94298","UN-1604","POINT (2682248.8 1251104.9)"
"93722","UN-1977","POINT (2682349.2 1251107.5)"
"93287","WP-1396","POINT (2682225.8 1251056.2)"
"6206","WP-1395","POINT (2682226.5 1251062.2)"
"92261","UN-1515","POINT (2682301.8 1251047.5)"
"93599","UN-1988","POINT (2682344 1251089.4)"
"93284","WP-1394","POINT (2682228.8 1251052.8)"
"92378","UN-1600","POINT (2682272.2 1251095)"
"93689","WP-1376","POINT (2682243.2 1251026)"
"93155","WP-1361","POINT (2682185.2 1251113.1)"
"93275","WP-1456","POINT (2682237 1251061)"
"93596","UN-1987","POINT (2682336.2 1251093.4)"
"93809","WP-1390","POINT (2682279.2 1251026.8)"
"130916","UN-7449","POINT (2682288 1251121.9)"
"124868","WP-3718","POINT (2682192 1251087.6)"
"94331","UN-1581","POINT (2682269 1251067.2)"
"120797","UN-7447","POINT (2682314.2 1251040.9)"
"93263","WP-1444","POINT (2682193.2 1251093.6)"
"93713","UN-1975","POINT (2682372.2 1251095.4)"
"93467","UN-1566","POINT (2682337 1251081.9)"
"93728","UN-1972","POINT (2682353 1251119.1)"
"98780","WP-2971","POINT (2682200.2 1250957.5)"
"93698","WP-1382","POINT (2682251.8 1251041.4)"
"92396","UN-2048","POINT (2682225.5 1251108.8)"
"6209","WP-1397","POINT (2682215.2 1251077)"
"94502","UN-2597","POINT (2682367 1251028.1)"
"93587","UN-1593","POINT (2682302 1251106.1)"
"93821","WP-1287","POINT (2682274.8 1251025.2)"
"93833","WP-1291","POINT (2682288.2 1251018.6)"
"93581","UN-1595","POINT (2682321.2 1251090.4)"
"93959","WP-1448","POINT (2682293.5 1250997.4)"
"138083","UN-1584","POINT (2682265.8 1251075.9)"
"120776","UN-7456","POINT (2682363.2 1251070)"
"93734","UN-1983","POINT (2682325.2 1251119.4)"
"93593","UN-1984","POINT (2682319 1251107.8)"
"120803","UN-7445","POINT (2682330.5 1251032.9)"
"93584","UN-1596","POINT (2682318.5 1251094.2)"
"130625","UN-7086","POINT (2682224 1251117)"
"137966","UN-1507","POINT (2682373 1251013.6)"
"93812","WP-1380","POINT (2682256.5 1251031.5)"
"94514","UN-2585","POINT (2682366 1251046.8)"
"93461","UN-1569","POINT (2682353.2 1251069.5)"
"120800","UN-7446","POINT (2682327.5 1251033.4)"
"92387","UN-2045","POINT (2682239.8 1251095.9)"
"105413","WP-1616","POINT (2682183.2 1251083.9)"
"93692","WP-1374","POINT (2682247 1251015.8)"
"92258","UN-1514","POINT (2682299.8 1251048.9)"
"93158","WP-1366","POINT (2682189.2 1251101.8)"
"3503","WP-1363","POINT (2682185 1251108.8)"
"93953","WP-1289","POINT (2682277.5 1251004.1)"
"94505","UN-2582","POINT (2682353.5 1251055.5)"
"134423","WP-2970","POINT (2682176.5 1250966.6)"
"120647","UN-7464","POINT (2682327.2 1251097.1)"
"121118","UN-1991","POINT (2682370.5 1251084.1)"
"92279","UN-1511","POINT (2682344.5 1251025)"
"92369","UN-1602","POINT (2682251.2 1251099.6)"
"93326","UN-1590","POINT (2682298.2 1251069.1)"
"92270","UN-1518","POINT (2682334.2 1251029.9)"
"93314","UN-1520","POINT (2682363.2 1251031)"
"93677","WP-2186","POINT (2682236.5 1250993.6)"
"93278","WP-1393","POINT (2682232 1251054.1)"
"93269","WP-1398","POINT (2682206 1251087.8)"
"92390","UN-2046","POINT (2682234.5 1251098.8)"
"94139","UN-1960","POINT (2682313.2 1251120)"
"134414","WP-1378","POINT (2682253 1251018.6)"
"93329","UN-1587","POINT (2682279.5 1251088.9)"
"110363","UN-4916","POINT (2682293 1251111.6)"
"92384","UN-2044","POINT (2682240.8 1251091.4)"
"94640","UN-1589","POINT (2682289 1251071)"
"93272","WP-1281","POINT (2682234.5 1251064)"
"92282","UN-1580","POINT (2682282.8 1251072)"
"93965","WP-1624","POINT (2682289.5 1250999.9)"
"93458","UN-1559","POINT (2682370 1251060.6)"
"93701","WP-1282","POINT (2682260.8 1251045.1)"
"93290","WP-1611","POINT (2682176 1251084.6)"
"94646","UN-1519","POINT (2682329 1251036.6)"
"93716","UN-1974","POINT (2682365 1251103.5)"
"124871","WP-3719","POINT (2682189 1251086.1)"
"93974","WP-1451","POINT (2682287.2 1251008.4)"
"6200","WP-1377","POINT (2682248 1251019.5)"
"14123","WP-1286","POINT (2682271 1251027.1)"
"93968","WP-1454","POINT (2682291.2 1251003.6)"
"94292","UN-2041","POINT (2682241.5 1251120.4)"
"92267","UN-1517","POINT (2682323.2 1251036.8)"
"93737","UN-1982","POINT (2682326.8 1251120.5)"
"96239","UN-1992","POINT (2682367.8 1251088.5)"
"6212","WP-1629","POINT (2682286.8 1251004.9)"
"120641","UN-7451","POINT (2682301.2 1251114.9)"
"93575","UN-1567","POINT (2682331 1251081.9)"
"93818","WP-1285","POINT (2682267.2 1251029.4)"
"93971","WP-1450","POINT (2682288.8 1251003.6)"
"111854","UN-7131","POINT (2682311.5 1251102.5)"
"96344","UN-1986","POINT (2682323.8 1251101.6)"
"92264","UN-4914","POINT (2682305 1251045.9)"
"93317","UN-1509","POINT (2682356.5 1251029.1)"
"92393","UN-2047","POINT (2682234 1251102.9)"
"92381","UN-1599","POINT (2682282 1251101.8)"
"120638","UN-7450","POINT (2682297.2 1251112.2)"
"93962","WP-1626","POINT (2682292.8 1251001.1)"
"93293","WP-1435","POINT (2682173.8 1251085)"
"92375","UN-1601","POINT (2682268.2 1251094.8)"
"94295","UN-2040","POINT (2682241.5 1251115.4)"
"93827","WP-1284","POINT (2682284 1251020)"
"93434","UN-4915","POINT (2682293.2 1251093.1)"
"94511","UN-1562","POINT (2682360.2 1251058.9)"
"93680","WP-2185","POINT (2682243.8 1250997.8)"
"96518","UN-1564","POINT (2682361.8 1251066.1)"
"93836","WP-1389","POINT (2682289.2 1251014.8)"
"208313","OE-2403","POINT (2683046.2 1252165.9)"
"206747","OE-2361","POINT (2683058.2 1252173.2)"
"14867","OE-2433","POINT (2683018.5 1252159.5)"
"209909","OE-2430","POINT (2683007 1252160.4)"
"209363","OE-2423","POINT (2683038.2 1252162.2)"
"208298","OE-2383","POINT (2683054.2 1252169.4)"
"194564","OE-2380","POINT (2683042.8 1252170.2)"
"207257","OE-2357","POINT (2683043 1252174.2)"
"208841","OE-2389","POINT (2682988.2 1252169.9)"
"206210","OE-2325","POINT (2683008.5 1252180.8)"
"14870","OE-5852","POINT (2683023.2 1252171.6)"
"207782","OE-2366","POINT (2682988.5 1252174)"
"208853","OE-2411","POINT (2682988 1252165.9)"
"206729","OE-2332","POINT (2683035.5 1252178.9)"
"207263","OE-2354","POINT (2683031.2 1252175.1)"
"208316","OE-2402","POINT (2683042.5 1252166.1)"
"202100","OE-4877","POINT (2682984.5 1252174.2)"
"206750","OE-2360","POINT (2683054.5 1252173.5)"
"208325","OE-2399","POINT (2683030.8 1252167)"
"206732","OE-2333","POINT (2683039.2 1252178.6)"
"207800","OE-2377","POINT (2683031 1252171)"
"207797","OE-2373","POINT (2683015.5 1252172.1)"
"208319","OE-2401","POINT (2683038.5 1252166.4)"
"208847","OE-2408","POINT (2682976.2 1252166.8)"
"200480","OE-2349","POINT (2683012 1252176.5)"
"200474","OE-2364","POINT (2682980.8 1252174.5)"
"19850","OE-1836","POINT (2682967 1252201.5)"
"209888","OE-2438","POINT (2683038 1252158.2)"
"208838","OE-2390","POINT (2682996 1252169.4)"
"194120","OE-2324","POINT (2683004.5 1252181)"
"208322","OE-2400","POINT (2683034.5 1252166.6)"
"207788","OE-2368","POINT (2682996.2 1252173.5)"
"19847","OE-1835","POINT (2682968 1252217.9)"
"206198","OE-2318","POINT (2682981.2 1252182.6)"
"206717","OE-2326","POINT (2683012.2 1252180.5)"
"209912","OE-2429","POINT (2683003.2 1252160.6)"
"206204","OE-2321","POINT (2682993 1252181.9)"
"207254","OE-2358","POINT (2683046.8 1252174)"
"207272","OE-2350","POINT (2683015.8 1252176.2)"
"209372","OE-2444","POINT (2683061.2 1252156.6)"
"208826","OE-2394","POINT (2683011.5 1252168.2)"
"207785","OE-2367","POINT (2682992.2 1252173.8)"
"200996","OE-2331","POINT (2683031.5 1252179.1)"
"207275","OE-2348","POINT (2683008 1252176.8)"
"194117","OE-2424","POINT (2683046 1252161.8)"
"209366","OE-2426","POINT (2683053.8 1252161.2)"
"208301","OE-2385","POINT (2683062 1252168.9)"
"207260","OE-2355","POINT (2683035.2 1252174.9)"
"207794","OE-2371","POINT (2683007.8 1252172.6)"
"209894","OE-2436","POINT (2683030.2 1252158.8)"
"208328","OE-2397","POINT (2683023 1252167.5)"
"209354","OE-2419","POINT (2683022.8 1252163.4)"
"206726","OE-2330","POINT (2683027.8 1252179.5)"
"200990","OE-2418","POINT (2683018.8 1252163.6)"
"209348","OE-2415","POINT (2683007.2 1252164.4)"
"206201","OE-2320","POINT (2682989 1252182.1)"
"209897","OE-2435","POINT (2683026.2 1252159)"
"194123","OE-2345","POINT (2682996.5 1252177.5)"
"207779","OE-2363","POINT (2682976.8 1252174.9)"
"206738","OE-2338","POINT (2683058.8 1252177.2)"
"207803","OE-2379","POINT (2683038.8 1252170.5)"
"207767","OE-2343","POINT (2682988.8 1252178)"
"207269","OE-2351","POINT (2683019.8 1252175.9)"
"207089","OE-2372","POINT (2683011.8 1252172.4)"
"208835","OE-2391","POINT (2682999.8 1252169.1)"
"208310","OE-2404","POINT (2683050 1252165.6)"
"206720","OE-4871","POINT (2683016.2 1252180.4)"
"207791","OE-2369","POINT (2683000.2 1252173.2)"
"207773","OE-2341","POINT (2682981 1252178.6)"
"206741","OE-2339","POINT (2683062.8 1252177)"
"207251","OE-2359","POINT (2683050.5 1252173.8)"
"209381","OE-2441","POINT (2683049.5 1252157.4)"
"207281","OE-2346","POINT (2683000.5 1252177.2)"
"200453","OE-4873","POINT (2683047.2 1252178)"
"200477","OE-2445","POINT (2682999 1252156.9)"
"209885","OE-2439","POINT (2683041.8 1252157.9)"
"209360","OE-2421","POINT (2683030.5 1252162.9)"
"207086","OE-2370","POINT (2683004 1252172.9)"
"208829","OE-2393","POINT (2683007.5 1252168.6)"
"209906","OE-2431","POINT (2683010.8 1252160.1)"
"98057","OE-5380","POINT (2682985.8 1252182.2)"
"208295","OE-2381","POINT (2683046.5 1252170)"
"208307","OE-2405","POINT (2683054 1252165.4)"
"208832","OE-2392","POINT (2683003.8 1252168.9)"
"208823","OE-2395","POINT (2683015.2 1252168)"
"209369","OE-2428","POINT (2683061.5 1252160.8)"
"207284","OE-2607","POINT (2682992.8 1252177.8)"
"209375","OE-2443","POINT (2683057.2 1252156.9)"
"200993","OE-2398","POINT (2683027 1252167.2)"
"209378","OE-2442","POINT (2683053.2 1252157.1)"
"208304","OE-2407","POINT (2683061.8 1252164.8)"
"209357","OE-2420","POINT (2683026.8 1252163.1)"
"206723","OE-2329","POINT (2683023.8 1252179.8)"
"19853","OE-1837","POINT (2682966 1252191)"
"202103","OE-4879","POINT (2682984 1252166.1)"
"201002","OE-2406","POINT (2683057.8 1252165)"
"205871","OE-5851","POINT (2682999.5 1252164.9)"
"208859","OE-2413","POINT (2682995.8 1252165.2)"
"206735","OE-2334","POINT (2683043.2 1252178.4)"
"209351","OE-2417","POINT (2683015 1252163.9)"
"206744","OE-2362","POINT (2683062.2 1252173)"
"207266","OE-2352","POINT (2683023.5 1252175.6)"
"208850","OE-2409","POINT (2682980.2 1252166.4)"
"207770","OE-2342","POINT (2682984.8 1252178.4)"
"192713","OE-5938","POINT (2683055 1252177.9)"
"206207","OE-2323","POINT (2683000.8 1252181.4)"
"209915","OE-2447","POINT (2683006.8 1252156.4)"
"209882","OE-2440","POINT (2683045.8 1252157.6)"
"206195","OE-2317","POINT (2682977.5 1252183)"
"209891","OE-2437","POINT (2683034 1252158.5)"
"207776","OE-2340","POINT (2682977.2 1252178.9)"
"208844","OE-2386","POINT (2682976.5 1252170.8)"
"209903","OE-2432","POINT (2683014.8 1252159.8)"
