"objid","baumnummer","geometry"
"210443","OE-2449","POINT (2683014.5 1252155.9)"
"200999","OE-2425","POINT (2683049.8 1252161.5)"
"209900","OE-2434","POINT (2683022.5 1252159.2)"
"19844","OE-1834","POINT (2682968.8 1252229.2)"
"208856","OE-2412","POINT (2682991.8 1252165.6)"
"207278","OE-2347","POINT (2683004.2 1252177)"
"26828","AL-2825","POINT (2677523.2 1249784.6)"
"26291","AL-2787","POINT (2677486 1249826)"
"26453","AL-2813","POINT (2677521.5 1249810.6)"
"26429","AL-2797","POINT (2677501.2 1249804.1)"
"26441","AL-2806","POINT (2677514.5 1249815.8)"
"26579","AL-2821","POINT (2677520.5 1249799.8)"
"26438","AL-2807","POINT (2677519.2 1249815.1)"
"31988","AL-2832","POINT (2677530.8 1249772.9)"
"26435","AL-2810","POINT (2677521.2 1249818)"
"26588","AL-2820","POINT (2677520.8 1249795.2)"
"26555","AL-2814","POINT (2677514.2 1249810.2)"
"26282","AL-2793","POINT (2677508.2 1249829.9)"
"26558","AL-2804","POINT (2677510.5 1249808)"
"26447","AL-2815","POINT (2677532.2 1249815.1)"
"26303","AL-2809","POINT (2677513.8 1249820.4)"
"26831","AL-2830","POINT (2677521 1249782.1)"
"16616","AL-4868","POINT (2677516.8 1249792)"
"89381","AL-2798","POINT (2677509.2 1249803.4)"
"26567","AL-2818","POINT (2677526 1249806.6)"
"26300","AL-2811","POINT (2677516.2 1249823.1)"
"26279","AL-2789","POINT (2677499.5 1249832.9)"
"26561","AL-2801","POINT (2677516 1249808)"
"26276","AL-2788","POINT (2677490.2 1249832.9)"
"26576","AL-2823","POINT (2677512.5 1249798.8)"
"26573","AL-2817","POINT (2677527 1249801.9)"
"26288","AL-2791","POINT (2677505 1249822.1)"
"26837","AL-2826","POINT (2677526.2 1249780.4)"
"26420","AL-2803","POINT (2677505.8 1249812.2)"
"16622","AL-4869","POINT (2677525.5 1249773.4)"
"89378","AL-2792","POINT (2677508.8 1249825.4)"
"26432","AL-2812","POINT (2677523.8 1249820.4)"
"26426","AL-2796","POINT (2677498.5 1249807.2)"
"26585","AL-2819","POINT (2677526.5 1249797.5)"
"26285","AL-2794","POINT (2677505 1249827.8)"
"26582","AL-2816","POINT (2677533.8 1249800.9)"
"26294","AL-2790","POINT (2677502.2 1249818.4)"
"26693","AL-2824","POINT (2677512.2 1249794.4)"
"26423","AL-2802","POINT (2677501.8 1249810.4)"
"26444","AL-2808","POINT (2677508 1249810.2)"
"26834","AL-2827","POINT (2677534 1249782.6)"
"26840","AL-2831","POINT (2677526.5 1249774.8)"
"16613","AL-4867","POINT (2677482.2 1249830.6)"
"26564","AL-2800","POINT (2677512.8 1249806)"
"26570","AL-2822","POINT (2677517.2 1249802.1)"
"26297","AL-2795","POINT (2677494 1249815.1)"
"26306","AL-2805","POINT (2677509.8 1249816.4)"
"89384","AL-2799","POINT (2677510 1249801.4)"
"127466","SW-11806","POINT (2686979.2 1250810.2)"
"166901","SW-11134","POINT (2686993.5 1250780.1)"
"223079","SW-990","POINT (2687067.2 1250801.6)"
"149171","SW-11139","POINT (2686967.2 1250800.4)"
"202043","SW-10121","POINT (2687193.8 1250804)"
"221291","SW-3096","POINT (2686961.2 1250839.8)"
"220781","SW-2348","POINT (2686991.5 1250839.4)"
"174773","SW-11123","POINT (2687024.5 1250837.6)"
"213650","SW-3110","POINT (2686921.2 1250772.8)"
"121721","SW-12385","POINT (2686943.8 1250846)"
"221567","SW-12838","POINT (2687004.5 1250783.9)"
"121724","SW-12226","POINT (2687029.5 1250897.1)"
"208013","SW-12550","POINT (2687049.5 1250889.2)"
"221303","SW-3105","POINT (2686932.8 1250802.4)"
"48353","SW-12056","POINT (2687016.5 1250868.5)"
"209324","SW-10155","POINT (2687034 1250866.1)"
"127346","SW-11884","POINT (2686982 1250815.4)"
"230489","SW-12841","POINT (2687032.8 1250856)"
"216233","SW-3140","POINT (2687067 1250825.6)"
"149168","SW-11138","POINT (2686974.2 1250804.6)"
"216212","SW-986","POINT (2687076.5 1250824.4)"
"223619","SW-3116","POINT (2686962.8 1250756)"
"194540","SW-12394","POINT (2687059.8 1250784.1)"
"62087","SW-2330","POINT (2687017.5 1250862.4)"
"161159","SW-10914","POINT (2687057 1250796)"
"221282","SW-3094","POINT (2686973.8 1250834.5)"
"127481","SW-9467","POINT (2686931 1250826.4)"
"215714","SW-997","POINT (2687048.8 1250755.1)"
"216230","SW-3139","POINT (2687063 1250815.9)"
"121718","SW-12400","POINT (2686913.5 1250773.5)"
"204902","SW-969","POINT (2687124.8 1250840.1)"
"208016","SW-12553","POINT (2687041.2 1250898)"
"203138","SW-10146","POINT (2687078.5 1250858.4)"
"202049","SW-10122","POINT (2687198 1250834.2)"
"149159","SW-11131","POINT (2687040.5 1250825.1)"
"205229","SW-12522","POINT (2687117 1250843.4)"
"202034","SW-10118","POINT (2687183 1250776)"
"40886","SW-11878","POINT (2687030.8 1250742.4)"
"38180","SW-11126","POINT (2687020 1250867.5)"
"202031","SW-10117","POINT (2687179.5 1250766.8)"
"121709","SW-12412","POINT (2686888.8 1250716)"
"65654","SW-2347","POINT (2686990 1250852)"
"175091","SW-3098","POINT (2686949.5 1250843.9)"
"165452","SW-1000","POINT (2687041.8 1250737.8)"
"202046","SW-10314","POINT (2687197.5 1250813.4)"
"165449","SW-11915","POINT (2686992.2 1250760.6)"
"180245","SW-12497","POINT (2687064.5 1250795.9)"
"213662","SW-3120","POINT (2686985.5 1250747.4)"
"174776","SW-11124","POINT (2687027.5 1250844.8)"
"137315","SW-12799","POINT (2687011.8 1250839)"
"149156","SW-11130","POINT (2687041.2 1250817.6)"
"201503","SW-10113","POINT (2687165 1250729.4)"
"109475","SW-12116","POINT (2686922.5 1250799.6)"
"127472","SW-11810","POINT (2686946 1250783.1)"
"103514","SW-3070","POINT (2686914.8 1250783.4)"
"127490","SW-9469","POINT (2686916.8 1250794.1)"
"220286","SW-3136","POINT (2687045.5 1250764.9)"
"216218","SW-988","POINT (2687072 1250813.1)"
"165455","SW-3128","POINT (2687031.5 1250729.6)"
"215711","SW-998","POINT (2687046.5 1250749.5)"
"213647","SW-3109","POINT (2686923.5 1250778.8)"
"149165","SW-11137","POINT (2686985 1250807)"
"212912","SW-10358","POINT (2686999 1250836.1)"
"62084","SW-2331","POINT (2687015.5 1250867.8)"
"137891","SW-12409","POINT (2686894.8 1250727)"
"203678","SW-10154","POINT (2687043.5 1250862.5)"
"180236","SW-11460","POINT (2687013 1250753.2)"
"189542","SW-10144","POINT (2687100.5 1250849.8)"
"221300","SW-3102","POINT (2686940.2 1250820.2)"
"121697","SW-12398","POINT (2686908 1250772.9)"
"221285","SW-3092","POINT (2686985.2 1250830.5)"
"214163","SW-3125","POINT (2687014.5 1250736)"
"201506","SW-10114","POINT (2687168.5 1250738.8)"
"165443","SW-11136","POINT (2686983 1250769.2)"
"169784","SW-3146","POINT (2687021.8 1250806.9)"
"46862","SW-11127","POINT (2687019.8 1250864.2)"
"137312","SW-12800","POINT (2687007 1250836.6)"
"65522","SW-11803","POINT (2687037.8 1250776.5)"
"168998","SW-11958","POINT (2687071.5 1250839)"
"213644","SW-3108","POINT (2686925.8 1250784.4)"
"121694","SW-3078","POINT (2686936 1250828.5)"
"128342","SW-12783","POINT (2686874.8 1250693.5)"
"127340","SW-10496","POINT (2686977 1250766)"
"128339","SW-9473","POINT (2686881.5 1250700)"
"104312","SW-11889","POINT (2686950 1250833.6)"
"121715","SW-12402","POINT (2686911.5 1250768.8)"
"166904","SW-11140","POINT (2686971 1250789.4)"
"220772","SW-11916","POINT (2686994.5 1250760.9)"
"161162","SW-10648","POINT (2686935.5 1250809.2)"
"103304","SW-11805","POINT (2686983 1250818)"
"127478","SW-3079","POINT (2686939 1250838)"
"216209","SW-985","POINT (2687078.8 1250830.4)"
"220271","SW-3131","POINT (2687013.5 1250778.6)"
"216224","SW-3137","POINT (2687060.2 1250805)"
"201494","SW-10110","POINT (2687154.2 1250701.4)"
"216203","SW-992","POINT (2687062.5 1250789.6)"
"204722","SW-12377","POINT (2687156.5 1250827.9)"
"220283","SW-3130","POINT (2687004.5 1250760.4)"
"109472","SW-12115","POINT (2686924 1250801.5)"
"127343","SW-11807","POINT (2686962 1250781.9)"
"109463","SW-12112","POINT (2686924.8 1250804.5)"
"165446","SW-11135","POINT (2686984 1250766.2)"
"127484","SW-11802","POINT (2686939 1250810.5)"
"132032","SW-3061","POINT (2686880.5 1250707)"
"221297","SW-3100","POINT (2686945 1250832.2)"
"215705","SW-1002","POINT (2687037.8 1250727.5)"
"103307","SW-11885","POINT (2686981.2 1250813.5)"
"149147","SW-11125","POINT (2687030.8 1250857.6)"
"220787","SW-3091","POINT (2686990.5 1250828.8)"
"212909","SW-10357","POINT (2687001.2 1250834.9)"
"203150","SW-10148","POINT (2687056 1250867.1)"
"65639","SW-2336","POINT (2687000.5 1250873.2)"
"203675","SW-10149","POINT (2687046.5 1250870.8)"
"220775","SW-3089","POINT (2687001.8 1250824.5)"
"127349","SW-11886","POINT (2686980.5 1250814)"
"62099","SW-12664","POINT (2687001.2 1250847.9)"
"62096","SW-2335","POINT (2687004.8 1250873.1)"
"65531","SW-2337","POINT (2686996.5 1250874.4)"
"169124","SW-11959","POINT (2687006.2 1250788.6)"
"127469","SW-11914","POINT (2686978 1250807.8)"
"201500","SW-10112","POINT (2687161.5 1250720)"
"216227","SW-3138","POINT (2687064.5 1250812.4)"
"65519","SW-11612","POINT (2687014 1250750.6)"
"109466","SW-12113","POINT (2686922.5 1250804.8)"
"220280","SW-11879","POINT (2687008.2 1250765.1)"
"149150","SW-11128","POINT (2687052.2 1250799.6)"
"127487","SW-12118","POINT (2686921.2 1250797.4)"
"149144","SW-11121","POINT (2686991.5 1250824.2)"
"223613","SW-3112","POINT (2686938.8 1250765.4)"
"48350","SW-12057","POINT (2687016.8 1250865)"
"180248","SW-12496","POINT (2687081 1250836.4)"
"223622","SW-3118","POINT (2686974.2 1250751.9)"
"213656","SW-3115","POINT (2686956.8 1250758.1)"
"220769","SW-11917","POINT (2686989.2 1250764)"
"121703","SW-12663","POINT (2686889.8 1250729.5)"
"65648","SW-2328","POINT (2687012 1250846.2)"
"180239","SW-12499","POINT (2687051 1250761)"
"203141","SW-10151","POINT (2687075.2 1250850.2)"
"209936","SW-973","POINT (2687092.2 1250853)"
"216221","SW-989","POINT (2687069.5 1250807.2)"
"202025","SW-10115","POINT (2687172.2 1250748)"
"165440","SW-3151","POINT (2686980.2 1250782.1)"
"213659","SW-3119","POINT (2686979 1250750.2)"
"202052","SW-10123","POINT (2687201.5 1250843.6)"
"220778","SW-3090","POINT (2686996.8 1250826)"
"137900","SW-12387","POINT (2686950.2 1250862.5)"
"220763","SW-3135","POINT (2687032 1250771.8)"
"201497","SW-10111","POINT (2687157.8 1250710.6)"
"203153","SW-10153","POINT (2687052.8 1250858.9)"
"216206","SW-983","POINT (2687083.2 1250841.9)"
"220274","SW-3132","POINT (2687016 1250779.1)"
"175187","SW-3107","POINT (2686928.2 1250790.2)"
"221294","SW-3097","POINT (2686955.2 1250841.9)"
"165095","SW-3088","POINT (2687009.5 1250830)"
"202577","SW-10124","POINT (2687205.2 1250853.1)"
"204716","SW-12373","POINT (2687171.2 1250821.9)"
"213641","SW-3106","POINT (2686930.5 1250796.9)"
"222689","SW-999","POINT (2687044 1250743.5)"
"208007","SW-12551","POINT (2687075.8 1250877.5)"
"84407","SW-10156","POINT (2686980 1250889.2)"
"65645","SW-2339","POINT (2686970 1250884.6)"
"214160","SW-3124","POINT (2687009 1250737.9)"
"205232","SW-12523","POINT (2687108.8 1250846.6)"
"204899","SW-966","POINT (2687148.2 1250831)"
"216215","SW-987","POINT (2687073.8 1250818.9)"
"109460","SW-12111","POINT (2686926.2 1250810.4)"
"109481","SW-12119","POINT (2686920.2 1250797.8)"
"161168","SW-3101","POINT (2686942.8 1250826.8)"
"204719","SW-12375","POINT (2687164 1250824.9)"
"208010","SW-12549","POINT (2687053 1250886.4)"
"174770","SW-11122","POINT (2687022 1250830.5)"
"203144","SW-10147","POINT (2687065.5 1250863.5)"
"137894","SW-11950","POINT (2686912.5 1250738)"
"127352","SW-11887","POINT (2686980 1250811.8)"
"146876","SW-3099","POINT (2686947 1250837.5)"
"121580","SW-12391","POINT (2686944 1250861.8)"
"215717","SW-995","POINT (2687055.8 1250772.4)"
"237191","SW-12125","POINT (2687031 1250906.8)"
"203681","SW-10150","POINT (2687037 1250874.4)"
"121712","SW-12404","POINT (2686900.5 1250743.5)"
"202037","SW-10119","POINT (2687186.5 1250785.1)"
"221288","SW-3095","POINT (2686967.8 1250837)"
"127493","SW-11809","POINT (2686929 1250770.6)"
"202040","SW-10120","POINT (2687190.2 1250794.8)"
"63182","SW-11804","POINT (2687040.8 1250774.8)"
"204725","SW-12520","POINT (2687140.5 1250834.1)"
"127475","SW-12662","POINT (2686949.8 1250866.6)"
"149174","SW-11141","POINT (2687001.5 1250805.8)"
"214166","SW-3126","POINT (2687020.5 1250733)"
"62090","SW-2329","POINT (2687019.2 1250867)"
"65528","SW-2334","POINT (2687006.8 1250869.5)"
"230492","SW-12842","POINT (2687020.5 1250824.6)"
"121586","SW-12393","POINT (2686942.8 1250856.8)"
"149285","SW-11142","POINT (2687004.5 1250803.5)"
"202580","SW-10125","POINT (2687208.8 1250862.5)"
"180233","SW-12383","POINT (2687007.5 1250775.5)"
"121577","SW-12389","POINT (2686948.8 1250872.1)"
"149153","SW-11129","POINT (2687029.8 1250813.4)"
"220265","SW-3142","POINT (2687041.8 1250804)"
"208004","SW-12552","POINT (2687081.8 1250877.1)"
"223616","SW-3114","POINT (2686948.8 1250761.8)"
"220268","SW-3133","POINT (2687013.2 1250782.4)"
"201491","SW-10109","POINT (2687150.5 1250692)"
"220784","SW-2346","POINT (2686983.8 1250844.4)"
"221570","SW-12840","POINT (2687074.5 1250843.4)"
"65651","SW-2349","POINT (2687007 1250839.4)"
"215708","SW-1001","POINT (2687039.2 1250731.8)"
"109457","SW-12110","POINT (2686950.8 1250775.9)"
"175085","SW-3127","POINT (2687026.8 1250730.8)"
"137318","SW-12797","POINT (2687027.5 1250802.1)"
"180242","SW-12498","POINT (2687058.2 1250778.2)"
"62093","SW-2332","POINT (2687013.2 1250869.1)"
"65525","SW-2333","POINT (2687010.8 1250869.6)"
"209933","SW-12109","POINT (2686990 1250763.1)"
"213653","SW-3113","POINT (2686944 1250763.4)"
"132035","SW-3069","POINT (2686903.8 1250765.6)"
"161165","SW-3103","POINT (2686938 1250814.4)"
"237194","SW-3065","POINT (2686897.8 1250735.5)"
"121583","SW-12524","POINT (2686938 1250845)"
"220277","SW-3134","POINT (2687023.2 1250781.1)"
"204728","SW-12521","POINT (2687132.8 1250837.1)"
"121700","SW-12406","POINT (2686895 1250741.2)"
"202583","SW-10126","POINT (2687212.5 1250872)"
"175088","SW-2345","POINT (2686972.2 1250849)"
"103310","SW-11913","POINT (2686979 1250809.1)"
"202028","SW-10116","POINT (2687175.8 1250757.2)"
"137897","SW-12395","POINT (2686940.2 1250848.9)"
"109478","SW-12117","POINT (2686921.5 1250800)"
"203147","SW-10152","POINT (2687062.2 1250855.2)"
"149162","SW-11132","POINT (2687025.8 1250787.9)"
"137309","SW-12802","POINT (2686940.8 1250811.6)"
"220766","SW-11808","POINT (2686988 1250765.6)"
"65642","SW-2338","POINT (2686979 1250883)"
"214157","SW-3123","POINT (2687003.5 1250740.1)"
"223082","SW-3122","POINT (2686997.2 1250742.5)"
"223085","SW-3111","POINT (2686933.5 1250767.1)"
"109469","SW-12114","POINT (2686922 1250803.5)"
"168551","WD-7214","POINT (2680559.5 1247770.6)"
"151883","WD-10304","POINT (2680571.5 1247871.4)"
"153815","WD-7220","POINT (2680570.2 1247817.4)"
"153701","WD-7244","POINT (2680575.5 1247869.2)"
"152141","WD-5923","POINT (2680573.2 1247887.2)"
"218564","WD-13750","POINT (2680550 1247815.5)"
"141569","WD-7226","POINT (2680578.2 1247818.8)"
"182105","WD-7232","POINT (2680577 1247827.8)"
"181103","WD-13534","POINT (2680553.2 1247839.2)"
"152153","WD-7264","POINT (2680555.5 1247865.8)"
"165707","WD-5504","POINT (2680576.8 1247723.1)"
"150224","WD-7131","POINT (2680564.2 1247715.9)"
"168548","WD-7215","POINT (2680564 1247775.6)"
"152147","WD-7262","POINT (2680564.8 1247876.8)"
"182102","WD-7233","POINT (2680571.8 1247831.9)"
"153911","WD-7290","POINT (2680576 1247906.1)"
"152144","WD-7261","POINT (2680568.8 1247882)"
"168545","WD-7216","POINT (2680572.2 1247786.4)"
"153914","WD-7291","POINT (2680572.2 1247909.5)"
"169826","WD-7299","POINT (2680580 1247923.5)"
"201974","WD-7234","POINT (2680566.8 1247836.1)"
"168536","WD-7219","POINT (2680582 1247807.8)"
"152156","WD-7265","POINT (2680550.8 1247859.9)"
"150218","WD-5505","POINT (2680576.5 1247727)"
"151889","WD-7271","POINT (2680580 1247881.8)"
"183011","WD-5503","POINT (2680581 1247728.1)"
"151880","WD-7268","POINT (2680567 1247865.8)"
"170957","WD-10303","POINT (2680561.8 1247840.1)"
"153917","WD-7298","POINT (2680573.8 1247914.2)"
"171095","WD-12804","POINT (2680567.2 1247924.5)"
"171077","WD-7836","POINT (2680575 1247777)"
"151886","WD-7270","POINT (2680575.5 1247876.4)"
"168533","WD-7221","POINT (2680560.2 1247825.9)"
"168524","WD-7240","POINT (2680575 1247837.4)"
"170960","WD-7237","POINT (2680562 1247785.5)"
"176885","WD-12952","POINT (2680583 1247814.8)"
"151877","WD-7267","POINT (2680562.5 1247860.4)"
"151892","WD-7272","POINT (2680584.2 1247886.9)"
"151598","WD-7293","POINT (2680556.5 1247921.9)"
"141572","WD-7222","POINT (2680558 1247835.6)"
"150221","WD-5506","POINT (2680573.2 1247723)"
"182675","WD-13120","POINT (2680572 1247929.5)"
"153806","WD-7224","POINT (2680568.2 1247827.2)"
"153704","WD-7243","POINT (2680568.8 1247861)"
"168542","WD-7217","POINT (2680581.2 1247797.5)"
"153905","WD-7289","POINT (2680553 1247869.2)"
"153920","WD-10305","POINT (2680571.2 1247937.2)"
"170963","WD-7236","POINT (2680553 1247784.6)"
"181100","WD-13533","POINT (2680557 1247844)"
"151874","WD-7266","POINT (2680557.8 1247854.4)"
"153908","WD-5921","POINT (2680570 1247901.9)"
"152150","WD-7263","POINT (2680560.2 1247871.5)"
"168671","WD-5635","POINT (2680566.2 1247766.5)"
"183263","WD-5634","POINT (2680556.2 1247753.4)"
"153803","WD-7225","POINT (2680573.2 1247823)"
"181097","WD-13119","POINT (2680581.8 1247824)"
"153830","WD-7213","POINT (2680557.8 1247759.6)"
"153809","WD-7223","POINT (2680563 1247831.2)"
"152039","WD-5922","POINT (2680577.2 1247892.5)"
"183266","WD-5633","POINT (2680548.5 1247743.9)"
"182690","WD-12730","POINT (2680570.2 1247803.5)"
"182687","WD-13124","POINT (2680572.2 1247850.4)"
"168527","WD-7241","POINT (2680583.8 1247830.2)"
"39320","AR-2895","POINT (2677657.2 1247059.8)"
"70304","AR-4502","POINT (2678218.8 1247425.2)"
"16898","AR-2221","POINT (2678669.2 1247631)"
"69329","AR-4045","POINT (2678670.5 1247540.8)"
"42011","AR-3861","POINT (2677647.2 1247035)"
"15401","AR-4163","POINT (2678779.8 1247415.5)"
"31574","AR-1034","POINT (2678792 1247404)"
"31292","AR-965","POINT (2678803.2 1247436.9)"
"14033","AR-4533","POINT (2678747.5 1247488.4)"
"31301","AR-987","POINT (2678759.2 1247457.9)"
"17108","AR-2309","POINT (2678797.5 1247466)"
"14027","AR-2985","POINT (2678713.2 1247455.4)"
"16991","AR-1192","POINT (2678659 1247622.5)"
"17216","AR-2254","POINT (2678700 1247385.5)"
"78482","AR-27","POINT (2678021.8 1247243.2)"
"136109","AR-2967","POINT (2678651.5 1247343.8)"
"17105","AR-1175","POINT (2678803 1247481.5)"
"15890","AR-4525","POINT (2678652 1247349.9)"
"136241","AR-2987","POINT (2678718 1247460.2)"
"95846","AR-962","POINT (2678650.2 1247529.4)"
"71276","AR-3820","POINT (2677959 1247193.5)"
"17339","AR-2800","POINT (2678550.2 1247445.2)"
"17123","AR-1176","POINT (2678814 1247427.4)"
"31424","AR-974","POINT (2678826.5 1247409.9)"
"18338","AR-2225","POINT (2678372.8 1247530.8)"
"17129","AR-1189","POINT (2678850.2 1247483)"
"31436","AR-980","POINT (2678785 1247421.8)"
"31697","AR-1170","POINT (2678709.2 1247374.1)"
"18344","AR-2233","POINT (2678236.5 1247458.1)"
"17219","AR-2255","POINT (2678707.2 1247368.6)"
"16910","AR-2805","POINT (2678664.5 1247625.5)"
"17021","AR-2799","POINT (2678555.5 1247468.8)"
"16889","AR-2539","POINT (2678687 1247630.2)"
"95699","AR-933","POINT (2678639.5 1247621)"
"17207","AR-1181","POINT (2678849 1247412.8)"
"69347","AR-4048","POINT (2678662.2 1247549.9)"
"95708","AR-961","POINT (2678656.2 1247665.2)"
"31295","AR-339","POINT (2678842.5 1247455.6)"
"17213","AR-1178","POINT (2678833.2 1247422.6)"
"78476","AR-14","POINT (2678302 1247556.4)"
"17009","AR-2308","POINT (2678718.5 1247604.4)"
"18347","AR-2234","POINT (2678227.5 1247441.8)"
"31289","AR-314","POINT (2678805 1247453.4)"
"136103","AR-3011","POINT (2678771.8 1247000.2)"
"17558","AR-2993","POINT (2678104.2 1247313.5)"
"136115","AR-2946","POINT (2678654 1247412.6)"
"69335","AR-4047","POINT (2678663.8 1247546.6)"
"15311","AR-4162","POINT (2678776.2 1247424.1)"
"71285","AR-3114","POINT (2678002.2 1247221.2)"
"14030","AR-4531","POINT (2678714.8 1247456.6)"
"69350","AR-3286","POINT (2678656.8 1247550.4)"
"95702","AR-955","POINT (2678664 1247640.6)"
"39329","AR-2238","POINT (2677935.2 1247179.4)"
